H1RI18E2	What is {INITIALS}'s race?  (If {INITIALS} is of mixed race, you may choose more than one answer.) other
H1RI19A2	What is {INITIALS}'s Asian background?  (You may choose more than one answer.) Chinese
H1RI19B2	What is {INITIALS}'s Asian background?  (You may choose more than one answer.) Filipino
H1RI19C2	What is {INITIALS}'s Asian background?  (You may choose more than one answer.) Japanese
H1RI19D2	What is {INITIALS}'s Asian background?  (You may choose more than one answer.) Asian Indian
H1RI19E2	What is {INITIALS}'s Asian background?  (You may choose more than one answer.) Korean
H1RI19F2	What is {INITIALS}'s Asian background?  (You may choose more than one answer.) Vietnamese
H1RI19G2	What is {INITIALS}'s Asian background?  (You may choose more than one answer.) other
H1RI20_2	What is {INITIALS}'s sex?
H1RI21A2	[letters of rejected cards] A.   We went out together in a group.
H1RI21B2	[letters of rejected cards] B.   I met my partner's parents.
H1RI21C2	[letters of rejected cards] C.   I told other people that we were a couple.
H1RI21D2	[letters of rejected cards] D.   I saw less of my other friends so I could spend more time with my partner.
H1RI21E2	[letters of rejected cards] E.   We went out together alone.
H1RI21F2	[letters of rejected cards] F.   We held hands.
H1RI21G2	[letters of rejected cards] G.   I gave my partner a present.
H1RI21H2	[letters of rejected cards] H.   My partner gave me a present.
H1RI21I2	[letters of rejected cards] I.    I told my partner that I loved him or her.
H1RI21J2	[letters of rejected cards] J.    My partner told me that he or she loved me.
H1RI21K2	[letters of rejected cards] K.   We thought of ourselves as a couple.
H1RI21L2	[letters of rejected cards] L.   We talked about contraception or sexually transmitted diseases.
H1RI21M2	[letters of rejected cards] M.  We kissed.
H1RI21N2	[letters of rejected cards] N.   We touched each other under our clothing or with no clothes on.
H1RI21O2	[letters of rejected cards] O.   We had sexual intercourse.
H1RI21P2	[letters of rejected cards] P.   We touched each others' genitals (private parts).
H1RI21R2	[letters of rejected cards] R.   We got married.
H1RI22A2	Enter the first thing that happened in your relationship with
H1RI22M2	 Enter the next [thirteenth] thing that happened in your relationship with {INITIALS}.
H1RI22N2	 Enter the next [fourteenth] thing that happened in your relationship with {INITIALS}.
H1RI22Q2	 Enter the next [seventeenth] thing that happened in your relationship with {INITIALS}.
H1RI22R2	 Enter the next [eighteenth] thing that happened in your relationship with {INITIALS}.
H1RI24A2	If R is female: When you had sexual intercourse with {INITIALS} did he insert his penis into your vagina?
H1RI25M2	In what month [and year] did you first have sexual intercourse with
H1RI25Y2	In what [month and] year did you first have sexual intercourse with
H1RI26M2	In what month [and year] did you have sexual intercourse with
H1RI26Y2	In what [month and] year did you have sexual intercourse with
H1RI27_2	Did you and {INITIALS} have intercourse once, or more than once?
H1RI28_2	Did you or {INITIALS} use any method of birth control?
H1RI29A2	What method of birth control did you or your partner use?
H1RI29B2	What other method of birth control did you or your partner use?
H1RI29C2	What other method of birth control did you or your partner use?
H1RI30_2	Was a condom used when you had sexual intercourse with
H1RI31_2	During the month when you and {INITIALS} had sexual intercourse, did either of you ever use any method of birth control?
H1RI32_2	Did one or the other of you use some method of birth control every time you and {INITIALS} had intercourse?
H1RI33A2	What method of birth control did you or your partner use?
H1RI33B2	What other method of birth control did you or your partner use?
H1RI33C2	What other method of birth control did you or your partner use?
H1RI34_2	Was a condom ever used when you had sexual intercourse with
H1RI35_2	Did you and {INITIALS} use more than one birth control method at the same time, or did you use these methods at different times?  Skip to the next partner or the next section.
H1RI36_2	Between {FIRST DATE} and {LAST DATE}, when you and
H1RI37_2	Throughout these months, did one or the other of you use some method of birth control every time you and {INITIALS} had intercourse?
H1RI38A2	What method of birth control did you or your partner use?
H1RI38B2	What other method of birth control did you or your partner use?
H1RI38C2	What other method of birth control did you or your partner use?
H1RI39_2	Was a condom ever used when you had sexual intercourse with
H1RI40_2	Did you and {INITIALS} use more than one birth control method at the same time, or did you use these methods at different times?
H1RI41_2	About how many times have you and {INITIALS} had sexual intercourse since {FIRST INTERCOURSE DATE}?
H1RI1M_3	In what month [and year] did your relationship with {INITIALS} begin?  That is, when did you first consider {INITIALS} a special friend?
H1RI1Y_3	In what [month and] year did your relationship with {INITIALS} begin?  That is, when did you first consider {INITIALS} a special friend?
H1RI2_3	In what year did your relationship with {INITIALS} begin?
H1RI3_3	How old was {INITIALS} when your romantic relationship began?
H1RI4_3	About how old was {INITIALS}?
H1RI5A_3	What grade was {INITIALS} in at that time?
H1RI6_3	When your relationship with {INITIALS} began, did you and
H1RI7_3	When your relationship with {INITIALS} began, where did
H1RI8A_3	In what ways did you know {INITIALS} before your relationship began?  (If you knew You went to the same school.
H1RI8B_3	In what ways did you know {INITIALS} before your relationship began?  (If you knew You went to the same church, synagogue, or place of worship.
H1RI8C_3	In what ways did you know {INITIALS} before your relationship began?  (If you knew You were neighbors.
H1RI8D_3	In what ways did you know {INITIALS} before your relationship began?  (If you knew You were casual acquaintances.
H1RI8E_3	In what ways did you know {INITIALS} before your relationship began?  (If you knew You were friends.
H1RI8F_3	In what ways did you know {INITIALS} before your relationship began?  (If you knew {INITIALS} was a friend of another friend of yours.
H1RI8G_3	In what ways did you know {INITIALS} before your relationship began?  (If you knew some other way
H1RI8H_3	In what ways did you know {INITIALS} before your relationship began?  (If you knew You did not know {INITIALS} before our relationship began.  Your relationship began at your first meeting.
H1RI9_3	When your relationship with {INITIALS} began, how many of your close friends knew {INITIALS}?
H1RI10_3	Is your relationship with {INITIALS} still going on?
H1RI11M3	In what month [and year] did your relationship with {INITIALS} end?
H1RI11Y3	In what [month and] year did your relationship with {INITIALS} end?
H1RI12_3	In what year did your relationship with {INITIALS} end?
H1RI13_3	When your relationship with {INITIALS} ended, where did
H1RI14_3	[If SCHOOL:] Does {INITIALS} go to {SAMPLE SCHOOL} or
H1RI15_3	[If SCHOOL:] What grade is {INITIALS} in now?
H1RI16_3	Is {INITIALS} of Hispanic or Latino origin?
H1RI17A3	What is {INITIALS}'s Hispanic or Latino background?  (You may choose more than one answer.) Mexican/Mexican American
H1RI17B3	What is {INITIALS}'s Hispanic or Latino background?  (You may choose more than one answer.) Chicano/Chicana
H1RI17C3	What is {INITIALS}'s Hispanic or Latino background?  (You may choose more than one answer.) Cuban/Cuban American
H1RI17D3	What is {INITIALS}'s Hispanic or Latino background?  (You may choose more than one answer.) Puerto Rican
H1RI17E3	What is {INITIALS}'s Hispanic or Latino background?  (You may choose more than one answer.) Central/South American
H1RI17F3	What is {INITIALS}'s Hispanic or Latino background?  (You may choose more than one answer.) other Hispanic
H1RI18A3	What is {INITIALS}'s race?  (If {INITIALS} is of mixed race, you may choose more than one answer.) white
H1RI18B3	What is {INITIALS}'s race?  (If {INITIALS} is of mixed race, you may choose more than one answer.) black or African American
H1RI18C3	What is {INITIALS}'s race?  (If {INITIALS} is of mixed race, you may choose more than one answer.) American Indian or Native American
H1RI18D3	What is {INITIALS}'s race?  (If {INITIALS} is of mixed race, you may choose more than one answer.) Asian or Pacific Islander
H1RI18E3	What is {INITIALS}'s race?  (If {INITIALS} is of mixed race, you may choose more than one answer.) other
H1RI19A3	What is {INITIALS}'s Asian background?  (You may choose more than one answer.) Chinese
H1RI19B3	What is {INITIALS}'s Asian background?  (You may choose more than one answer.) Filipino
H1RI19C3	What is {INITIALS}'s Asian background?  (You may choose more than one answer.) Japanese
H1RI19D3	What is {INITIALS}'s Asian background?  (You may choose more than one answer.) Asian Indian
H1RI19E3	What is {INITIALS}'s Asian background?  (You may choose more than one answer.) Korean
H1RI19F3	What is {INITIALS}'s Asian background?  (You may choose more than one answer.) Vietnamese
H1RI19G3	What is {INITIALS}'s Asian background?  (You may choose more than one answer.) other
H1RI20_3	What is {INITIALS}'s sex?
H1RI21A3	[letters of rejected cards] A.   We went out together in a group.
H1RI21B3	[letters of rejected cards] B.   I met my partner's parents.
H1RI21C3	[letters of rejected cards] C.   I told other people that we were a couple.
H1RI21D3	[letters of rejected cards] D.   I saw less of my other friends so I could spend more time with my partner.
H1RI21E3	[letters of rejected cards] E.   We went out together alone.
H1RI21F3	[letters of rejected cards] F.   We held hands.
H1RI21G3	[letters of rejected cards] G.   I gave my partner a present.
H1RI21H3	[letters of rejected cards] H.   My partner gave me a present.
H1RI21I3	[letters of rejected cards] I.    I told my partner that I loved him or her.
H1RI21J3	[letters of rejected cards] J.    My partner told me that he or she loved me.
H1RI21K3	[letters of rejected cards] K.   We thought of ourselves as a couple.
H1RI21L3	[letters of rejected cards] L.   We talked about contraception or sexually transmitted diseases.
H1RI21M3	[letters of rejected cards] M.  We kissed.
H1RI21N3	[letters of rejected cards] N.   We touched each other under our clothing or with no clothes on.
H1RI21O3	[letters of rejected cards] O.   We had sexual intercourse.
H1RI21P3	[letters of rejected cards] P.   We touched each others' genitals (private parts).
H1RI21R3	[letters of rejected cards] R.   We got married.
H1RI22A3	Enter the first thing that happened in your relationship with
H1RI22M3	 Enter the next [thirteenth] thing that happened in your relationship with {INITIALS}.
H1RI22N3	 Enter the next [fourteenth] thing that happened in your relationship with {INITIALS}.
H1RI22Q3	 Enter the next [seventeenth] thing that happened in your relationship with {INITIALS}.
H1RI22R3	 Enter the next [eighteenth] thing that happened in your relationship with {INITIALS}.
H1RI24A3	If R is female: When you had sexual intercourse with {INITIALS} did he insert his penis into your vagina?
H1RI25M3	In what month [and year] did you first have sexual intercourse with
